ParticipantID,ParticipantEmail,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPassword,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,ParticipantSchoolOrEmployer,ParticipantFieldOfInterest,AccountCreatedDate
520,lucy.thomas543@learners.net,Lucy,Thomas,1999-09-15,p,Password520,801-889-6603,Ogden,UT,84409,Cafe Rio,STEM,2021-07-20 16:14:00
521,jack.lee544@learners.net,Jack,Lee,2002-02-06,p,Password521,801-787-5408,Sandy,UT,84916,Art Studio,Both,2021-07-20 16:14:00
522,zoey.young545@studentmail.org,Zoey,Young,2002-08-21,p,Password522,801-447-5348,West Jordan,UT,84754,Valley Charter,STEM,2021-07-20 16:14:00
523,addison.flores546@learners.net,Addison,Flores,1999-10-05,p,Password523,801-309-2964,St. George,UT,84798,Tech Apprenticeship,Both,2021-07-20 16:14:00
524,jackson.flores547@ellarises.org,Jackson,Flores,2011-12-03,p,Password524,801-693-7081,Provo,UT,84869,UVU,Arts,2021-07-20 16:14:00
525,penelope.young548@studentmail.org,Penelope,Young,2014-10-29,p,Password525,801-607-4638,Pleasant Grove,UT,84287,Local Library,STEM,2021-07-20 16:14:00
526,charlotte.king549@community.org,Charlotte,King,2009-04-09,p,Password526,801-753-1533,Spanish Fork,UT,84963,UVU,Arts,2021-07-20 16:14:00
527,layla.robinson550@ellarises.org,Layla,Robinson,1998-04-07,p,Password527,801-523-1137,Pleasant Grove,UT,84472,Tech Apprenticeship,STEM,2021-07-20 16:14:00
528,leah.nguyen551@ellarises.org,Leah,Nguyen,2002-03-14,p,Password528,801-827-5254,Lehi,UT,84371,Cafe Rio,Arts,2021-07-20 16:14:00
529,lillian.moore552@community.org,Lillian,Moore,2007-07-05,p,Password529,801-388-9171,Lehi,UT,84375,Valley Charter,Arts,2021-07-20 16:14:00
530,zoe.white553@community.org,Zoe,White,2010-12-01,p,Password530,801-384-3148,Layton,UT,84462,Tech Apprenticeship,STEM,2021-07-20 16:14:00
531,elizabeth.moore554@studentmail.org,Elizabeth,Moore,2001-04-09,p,Password531,801-590-4212,Taylorsville,UT,84877,Retail Store,Both,2021-07-20 16:14:00
532,scarlett.walker555@ellarises.org,Scarlett,Walker,2012-02-23,p,Password532,801-711-3203,Orem,UT,84432,Cafe Rio,Both,2021-07-20 16:14:00
533,aaliyah.young556@learners.net,Aaliyah,Young,2006-12-08,p,Password533,801-781-1781,Layton,UT,84576,East Ridge Middle,Both,2021-07-20 16:14:00
534,lily.brown557@studentmail.org,Lily,Brown,2008-02-03,p,Password534,801-844-2577,Layton,UT,84488,Art Studio,Arts,2021-07-20 16:14:00
535,lucy.white558@learners.net,Lucy,White,2000-09-20,p,Password535,801-220-7746,Layton,UT,84353,UVU,Both,2021-07-20 16:14:00
536,nora.torres559@studentmail.org,Nora,Torres,2008-12-07,p,Password536,801-532-9363,Murray,UT,84364,Retail Store,Both,2021-07-20 16:14:00
537,lucas.garcia560@community.org,Lucas,Garcia,2001-10-04,p,Password537,801-846-3373,Murray,UT,84475,Tech Apprenticeship,Arts,2021-07-20 16:14:00
538,oliver.flores561@community.org,Oliver,Flores,2003-02-13,p,Password538,801-365-6629,Ogden,UT,84082,UVU,Arts,2021-07-20 16:14:00
539,savannah.moore562@community.org,Savannah,Moore,2014-10-10,p,Password539,801-655-6950,Layton,UT,84909,Local Library,Both,2021-07-20 16:14:00
540,lucas.clark563@studentmail.org,Lucas,Clark,2014-04-28,p,Password540,801-223-3048,Orem,UT,84875,Valley Charter,Both,2021-07-20 16:14:00
541,eleanor.garcia564@studentmail.org,Eleanor,Garcia,1999-06-07,p,Password541,801-305-2565,Orem,UT,84407,Startup Lab,Arts,2021-07-20 16:14:00
542,charlotte.johnson565@community.org,Charlotte,Johnson,2003-11-21,p,Password542,801-285-2702,Pleasant Grove,UT,84784,Local Library,STEM,2021-07-20 16:14:00
543,abigail.harris566@learners.net,Abigail,Harris,2007-12-10,p,Password543,801-955-5655,West Jordan,UT,84254,Tech Apprenticeship,STEM,2021-07-20 16:14:00
544,sofia.king567@studentmail.org,Sofia,King,2005-04-18,p,Password544,801-879-6846,Salt Lake City,UT,84036,Community Center,Arts,2021-07-20 16:14:00
545,theodore.wright568@learners.net,Theodore,Wright,2001-12-21,p,Password545,801-914-9835,Riverton,UT,84139,Local Library,Both,2021-07-20 16:14:00
546,benjamin.torres569@community.org,Benjamin,Torres,2004-12-11,p,Password546,801-854-9745,Pleasant Grove,UT,84656,Startup Lab,Arts,2021-07-20 16:14:00
547,levi.wright570@studentmail.org,Levi,Wright,2007-03-31,p,Password547,801-515-6992,Ogden,UT,84453,BYU,STEM,2021-07-20 16:14:00
548,brooklyn.smith571@ellarises.org,Brooklyn,Smith,2005-09-18,p,Password548,801-976-3233,Pleasant Grove,UT,84835,BYU,Arts,2021-07-20 16:14:00
549,sebastian.smith572@community.org,Sebastian,Smith,2004-07-27,p,Password549,801-209-8052,Spanish Fork,UT,84307,Local Library,STEM,2021-07-20 16:14:00
550,ava.scott573@learners.net,Ava,Scott,2006-11-08,p,Password550,801-774-8161,Sandy,UT,84422,Valley Charter,STEM,2021-07-20 16:14:00
551,hazel.harris574@studentmail.org,Hazel,Harris,2009-08-03,p,Password551,801-632-4924,Layton,UT,84082,Retail Store,Both,2021-07-20 16:14:00
552,paisley.jackson575@learners.net,Paisley,Jackson,2001-01-24,p,Password552,801-270-3988,Taylorsville,UT,84193,BYU,STEM,2021-07-20 16:14:00
553,benjamin.flores576@community.org,Benjamin,Flores,2002-03-19,p,Password553,801-837-9060,Layton,UT,84718,UVU,STEM,2021-07-20 16:14:00
554,scarlett.brown577@ellarises.org,Scarlett,Brown,2004-01-15,p,Password554,801-304-5622,Orem,UT,84996,North Summit High,Both,2021-07-20 16:14:00
555,henry.smith578@studentmail.org,Henry,Smith,2002-11-15,p,Password555,801-215-9086,Ogden,UT,84155,UVU,Arts,2021-07-20 16:14:00
556,bella.young579@learners.net,Bella,Young,1999-10-20,p,Password556,801-232-6410,Riverton,UT,84714,Community Center,STEM,2021-07-20 16:14:00
557,amelia.moore580@community.org,Amelia,Moore,2002-04-24,p,Password557,801-681-3975,Ogden,UT,84557,Startup Lab,Arts,2021-07-20 16:14:00
558,leah.smith581@ellarises.org,Leah,Smith,2003-07-18,p,Password558,801-989-8257,West Jordan,UT,84395,Art Studio,STEM,2021-07-20 16:14:00
559,nora.robinson582@ellarises.org,Nora,Robinson,2006-09-23,p,Password559,801-413-8746,Pleasant Grove,UT,84682,Tech Apprenticeship,Arts,2021-07-20 16:14:00
560,claire.hernandez583@ellarises.org,Claire,Hernandez,2012-04-27,p,Password560,801-459-8884,Pleasant Grove,UT,84126,BYU,STEM,2021-07-20 16:14:00
561,natalie.brown584@studentmail.org,Natalie,Brown,2005-04-12,p,Password561,801-848-8113,Logan,UT,84242,Westview High,STEM,2021-07-20 16:14:00
562,penelope.nguyen585@ellarises.org,Penelope,Nguyen,1998-12-11,p,Password562,801-448-1146,Bountiful,UT,84809,Local Library,Both,2021-07-20 16:14:00
563,jack.hill586@studentmail.org,Jack,Hill,2001-07-15,p,Password563,801-291-5075,Draper,UT,84790,Mountain View High,STEM,2021-07-20 16:14:00
564,violet.brown587@ellarises.org,Violet,Brown,2000-05-29,p,Password564,801-357-9787,Draper,UT,84661,North Summit High,Arts,2021-07-20 16:14:00
565,madison.lee588@learners.net,Madison,Lee,2013-06-17,p,Password565,801-397-1349,Riverton,UT,84751,SLCC,Arts,2021-07-20 16:14:00
566,camila.taylor589@ellarises.org,Camila,Taylor,2010-03-05,p,Password566,801-648-5828,Spanish Fork,UT,84724,Art Studio,Arts,2021-07-20 16:14:00
567,zoey.torres590@studentmail.org,Zoey,Torres,2004-03-05,p,Password567,801-949-8674,Draper,UT,84332,Community Center,Both,2021-07-20 16:14:00
568,lily.jones591@studentmail.org,Lily,Jones,2006-03-27,p,Password568,801-469-9873,Riverton,UT,84303,Mountain View High,STEM,2021-07-20 16:14:00
569,mateo.harris592@studentmail.org,Mateo,Harris,2005-03-12,p,Password569,801-572-4912,Salt Lake City,UT,84635,Art Studio,STEM,2021-07-20 16:14:00
570,sebastian.harris593@studentmail.org,Sebastian,Harris,2011-10-02,p,Password570,801-709-3525,Pleasant Grove,UT,84700,BYU,Arts,2021-07-20 16:14:00
571,noah.lee594@ellarises.org,Noah,Lee,1998-12-25,p,Password571,801-874-2092,Logan,UT,84536,Community Center,STEM,2021-07-20 16:14:00
572,layla.williams595@studentmail.org,Layla,Williams,1998-09-18,p,Password572,801-396-2617,Logan,UT,84498,Local Library,Both,2021-07-20 16:14:00
573,hazel.young596@learners.net,Hazel,Young,1998-04-18,p,Password573,801-426-2161,Provo,UT,84376,Startup Lab,STEM,2021-07-20 16:14:00
574,alexander.garcia597@community.org,Alexander,Garcia,2006-04-12,p,Password574,801-771-7814,Provo,UT,84370,Retail Store,Both,2021-07-20 16:14:00
575,amelia.flores598@learners.net,Amelia,Flores,2004-10-25,p,Password575,801-951-2153,Pleasant Grove,UT,84042,East Ridge Middle,STEM,2021-07-20 16:14:00
576,michael.miller599@ellarises.org,Michael,Miller,2002-05-02,p,Password576,801-594-4104,West Jordan,UT,84545,Cafe Rio,Both,2021-07-20 16:14:00
577,addison.torres600@studentmail.org,Addison,Torres,2013-02-16,p,Password577,801-308-6864,Taylorsville,UT,84765,Mountain View High,Both,2021-07-20 16:14:00
578,sebastian.hill602@community.org,Sebastian,Hill,2006-05-04,p,Password578,801-522-6319,Draper,UT,84925,SLCC,Both,2021-07-20 16:14:00
579,william.lee603@studentmail.org,William,Lee,2006-01-28,p,Password579,801-984-5162,Sandy,UT,84385,Mountain View High,Arts,2021-07-20 16:14:00
580,james.smith604@ellarises.org,James,Smith,2001-01-11,p,Password580,801-216-9480,Murray,UT,84611,Startup Lab,Arts,2021-07-20 16:14:00
581,ava.martin605@studentmail.org,Ava,Martin,2013-06-21,p,Password581,801-522-1355,Sandy,UT,84877,Community Center,Arts,2021-07-20 16:14:00
582,daniel.scott606@studentmail.org,Daniel,Scott,2001-07-02,p,Password582,801-671-6827,Logan,UT,84039,North Summit High,Arts,2021-07-20 16:14:00
583,natalie.nguyen607@studentmail.org,Natalie,Nguyen,2010-10-18,p,Password583,801-507-2505,West Jordan,UT,84263,SLCC,Both,2021-07-20 16:14:00
584,hannah.jones608@learners.net,Hannah,Jones,2011-05-09,p,Password584,801-699-2562,Spanish Fork,UT,84178,Tech Apprenticeship,Arts,2021-07-20 16:14:00
585,isabella.torres609@community.org,Isabella,Torres,2005-10-21,p,Password585,801-257-6478,Ogden,UT,84799,Startup Lab,Arts,2021-07-20 16:14:00
586,oliver.davis610@studentmail.org,Oliver,Davis,1999-03-20,p,Password586,801-996-7266,Salt Lake City,UT,84650,BYU,Both,2021-07-20 16:14:00
587,mia.lee611@studentmail.org,Mia,Lee,2001-06-08,p,Password587,801-914-4617,Lehi,UT,84515,Westview High,Both,2021-07-20 16:14:00
588,james.lewis612@ellarises.org,James,Lewis,2001-04-27,p,Password588,801-496-7460,West Jordan,UT,84443,North Summit High,Arts,2021-07-20 16:14:00
589,abigail.walker613@ellarises.org,Abigail,Walker,2009-04-03,p,Password589,801-287-7529,Bountiful,UT,84269,SLCC,Both,2021-07-20 16:14:00
590,sofia.rodriguez614@community.org,Sofia,Rodriguez,2010-08-03,p,Password590,801-604-4212,Sandy,UT,84500,Local Library,Both,2021-07-20 16:14:00
591,mason.thomas615@studentmail.org,Mason,Thomas,2005-04-03,p,Password591,801-995-8046,Ogden,UT,84273,Tech Apprenticeship,Both,2021-07-20 16:14:00
592,emily.davis616@community.org,Emily,Davis,2005-03-12,p,Password592,801-556-4120,Taylorsville,UT,84375,UVU,Both,2021-07-20 16:14:00
593,sophia.martin617@studentmail.org,Sophia,Martin,2007-11-18,p,Password593,801-652-3389,Draper,UT,84632,Westview High,STEM,2021-07-20 16:14:00
594,nora.white618@studentmail.org,Nora,White,2003-06-15,p,Password594,801-957-1893,Ogden,UT,84116,Local Library,STEM,2021-07-20 16:14:00
595,aurora.smith619@learners.net,Aurora,Smith,1998-07-06,p,Password595,801-660-8719,Logan,UT,84313,UVU,STEM,2021-07-20 16:14:00
596,sebastian.wilson620@studentmail.org,Sebastian,Wilson,2008-10-31,p,Password596,801-464-9991,Pleasant Grove,UT,84769,Local Library,Both,2021-07-20 16:14:00
597,aria.johnson621@community.org,Aria,Johnson,1999-05-08,p,Password597,801-461-3790,Pleasant Grove,UT,84045,BYU,STEM,2021-07-20 16:14:00
598,paisley.brown622@community.org,Paisley,Brown,2012-11-14,p,Password598,801-597-5445,Salt Lake City,UT,84069,Community Center,Both,2021-07-20 16:14:00
599,natalie.miller623@ellarises.org,Natalie,Miller,2003-03-09,p,Password599,801-864-7332,Murray,UT,84889,SLCC,Both,2021-07-20 16:14:00
600,elizabeth.lee624@community.org,Elizabeth,Lee,2008-04-09,p,Password600,801-403-9202,Ogden,UT,84191,Cafe Rio,Both,2021-07-20 16:14:00
601,emma.williams625@studentmail.org,Emma,Williams,2006-10-28,p,Password601,801-541-9027,Pleasant Grove,UT,84313,Art Studio,STEM,2021-07-20 16:14:00
602,emma.thompson626@learners.net,Emma,Thompson,2009-03-30,p,Password602,801-509-4869,Draper,UT,84641,BYU,STEM,2021-07-20 16:14:00
603,eleanor.harris627@ellarises.org,Eleanor,Harris,2006-10-24,p,Password603,801-355-6599,Layton,UT,84231,Tech Apprenticeship,STEM,2021-07-20 16:14:00
604,emily.harris628@studentmail.org,Emily,Harris,2007-07-26,p,Password604,801-786-3502,Taylorsville,UT,84247,BYU,Both,2021-07-20 16:14:00
605,skylar.lewis629@studentmail.org,Skylar,Lewis,2013-05-05,p,Password605,801-341-9869,Sandy,UT,84669,Retail Store,STEM,2021-07-20 16:14:00
606,camila.martin630@studentmail.org,Camila,Martin,2012-09-19,p,Password606,801-988-3378,Taylorsville,UT,84931,Startup Lab,Both,2021-07-20 16:14:00
607,lily.lee631@ellarises.org,Lily,Lee,2014-04-23,p,Password607,801-525-3384,Logan,UT,84189,Westview High,Arts,2021-07-20 16:14:00
608,noah.clark632@learners.net,Noah,Clark,2001-05-29,p,Password608,801-852-5485,Riverton,UT,84764,Retail Store,STEM,2021-07-20 16:14:00
609,mila.rodriguez633@studentmail.org,Mila,Rodriguez,2011-08-02,p,Password609,801-826-5372,Salt Lake City,UT,84781,Local Library,Both,2021-07-20 16:14:00
610,camila.allen635@community.org,Camila,Allen,2008-08-17,p,Password610,801-596-9051,Draper,UT,84189,North Summit High,STEM,2021-07-20 16:14:00
611,nora.wilson637@ellarises.org,Nora,Wilson,2013-06-05,p,Password611,801-649-9027,Orem,UT,84950,UVU,Arts,2021-07-20 16:14:00
612,addison.ramirez638@community.org,Addison,Ramirez,2014-02-25,p,Password612,801-952-7232,Provo,UT,84623,UVU,Arts,2021-07-20 16:14:00
613,sebastian.king639@ellarises.org,Sebastian,King,1998-12-14,p,Password613,801-662-8485,Pleasant Grove,UT,84112,Startup Lab,STEM,2021-07-20 16:14:00
614,michael.wright640@community.org,Michael,Wright,2012-02-23,p,Password614,801-596-9456,Provo,UT,84572,Westview High,STEM,2021-07-20 16:14:00
615,savannah.lewis641@community.org,Savannah,Lewis,2001-09-25,p,Password615,801-492-8558,Murray,UT,84793,SLCC,Arts,2021-07-20 16:14:00
616,charlotte.king642@studentmail.org,Charlotte,King,2000-01-11,p,Password616,801-861-8400,Riverton,UT,84850,Art Studio,Both,2021-07-20 16:14:00
617,ella.lopez643@studentmail.org,Ella,Lopez,1998-07-24,p,Password617,801-531-8387,Bountiful,UT,84424,North Summit High,Arts,2021-07-20 16:14:00
618,nora.robinson644@ellarises.org,Nora,Robinson,2014-02-10,p,Password618,801-908-3686,Layton,UT,84332,Art Studio,STEM,2021-07-20 16:14:00
619,emily.davis645@community.org,Emily,Davis,2014-04-21,p,Password619,801-736-7292,Draper,UT,84088,Retail Store,Both,2021-07-20 16:14:00
620,lily.harris646@community.org,Lily,Harris,2010-09-07,p,Password620,801-374-6491,Provo,UT,84787,Community Center,Both,2021-07-20 16:14:00
621,scarlett.hernandez647@studentmail.org,Scarlett,Hernandez,2007-05-31,p,Password621,801-929-1840,Orem,UT,84788,BYU,Arts,2021-07-20 16:14:00
622,lucas.jackson648@studentmail.org,Lucas,Jackson,1998-01-29,p,Password622,801-334-4323,Logan,UT,84921,Local Library,Arts,2021-07-20 16:14:00
623,olivia.robinson649@community.org,Olivia,Robinson,2003-05-03,p,Password623,801-205-9084,Spanish Fork,UT,84557,Valley Charter,Both,2021-07-20 16:14:00
624,jack.robinson650@community.org,Jack,Robinson,2003-06-28,p,Password624,801-815-1107,Riverton,UT,84082,Startup Lab,Both,2021-07-20 16:14:00
625,penelope.flores651@studentmail.org,Penelope,Flores,2012-08-26,p,Password625,801-351-1902,Provo,UT,84190,UVU,STEM,2021-07-20 16:14:00
626,aria.williams652@learners.net,Aria,Williams,2000-06-11,p,Password626,801-289-1803,Lehi,UT,84943,SLCC,STEM,2021-07-20 16:14:00
627,lily.jackson653@studentmail.org,Lily,Jackson,1998-10-21,p,Password627,801-792-6901,Riverton,UT,84768,East Ridge Middle,Arts,2021-07-20 16:14:00
628,claire.white654@community.org,Claire,White,2004-07-26,p,Password628,801-637-2063,Ogden,UT,84777,Mountain View High,STEM,2021-07-20 16:14:00
629,avery.moore655@learners.net,Avery,Moore,2013-08-10,p,Password629,801-737-4438,Pleasant Grove,UT,84424,Valley Charter,Both,2021-07-20 16:14:00
630,amelia.miller656@ellarises.org,Amelia,Miller,2007-07-31,p,Password630,801-905-5705,Spanish Fork,UT,84742,Local Library,Arts,2021-07-20 16:14:00
631,lucy.king657@learners.net,Lucy,King,2009-08-28,p,Password631,801-776-9132,St. George,UT,84630,Art Studio,Both,2021-07-20 16:14:00
632,jackson.young658@studentmail.org,Jackson,Young,1998-01-13,p,Password632,801-497-4171,West Jordan,UT,84726,East Ridge Middle,STEM,2021-07-20 16:14:00
633,theodore.davis659@studentmail.org,Theodore,Davis,2005-11-04,p,Password633,801-246-6468,Taylorsville,UT,84424,Cafe Rio,Both,2021-07-20 16:14:00
634,hannah.smith660@studentmail.org,Hannah,Smith,2004-09-25,p,Password634,801-269-6042,Murray,UT,84261,Cafe Rio,Both,2021-07-20 16:14:00
635,claire.smith661@ellarises.org,Claire,Smith,2001-12-09,p,Password635,801-605-1477,Lehi,UT,84350,Valley Charter,Arts,2021-07-20 16:14:00
636,violet.walker662@community.org,Violet,Walker,2001-06-26,p,Password636,801-339-8888,Provo,UT,84662,Tech Apprenticeship,Arts,2021-07-20 16:14:00
637,sebastian.perez663@community.org,Sebastian,Perez,2009-09-08,p,Password637,801-960-1917,Taylorsville,UT,84951,BYU,Both,2021-07-20 16:14:00
638,aaliyah.scott664@ellarises.org,Aaliyah,Scott,2005-12-06,p,Password638,801-901-6434,Sandy,UT,84592,East Ridge Middle,STEM,2021-07-20 16:14:00
639,penelope.johnson665@learners.net,Penelope,Johnson,2010-10-22,p,Password639,801-747-3719,Bountiful,UT,84642,Local Library,Arts,2021-07-20 16:14:00
640,riley.hill666@ellarises.org,Riley,Hill,2004-02-03,p,Password640,801-522-1518,Murray,UT,84723,SLCC,STEM,2021-07-20 16:14:00
641,jackson.thomas667@learners.net,Jackson,Thomas,2009-10-11,p,Password641,801-509-4541,Riverton,UT,84850,BYU,STEM,2021-07-20 16:14:00
642,ella.white668@ellarises.org,Ella,White,2009-05-08,p,Password642,801-294-8270,Sandy,UT,84936,Westview High,Arts,2021-07-20 16:14:00
643,mateo.martinez669@studentmail.org,Mateo,Martinez,2004-12-17,p,Password643,801-695-9579,Lehi,UT,84946,Retail Store,Arts,2021-07-20 16:14:00
644,aria.miller670@studentmail.org,Aria,Miller,2006-09-11,p,Password644,801-237-8526,Sandy,UT,84742,Art Studio,Both,2021-07-20 16:14:00
645,ella.smith671@learners.net,Ella,Smith,2005-06-23,p,Password645,801-808-2426,Provo,UT,84704,Mountain View High,STEM,2021-07-20 16:14:00
646,mila.king672@learners.net,Mila,King,2012-04-30,p,Password646,801-976-6114,Salt Lake City,UT,84592,Startup Lab,STEM,2021-07-20 16:14:00
647,claire.gonzalez673@studentmail.org,Claire,Gonzalez,2007-11-23,p,Password647,801-745-6228,Murray,UT,84284,Tech Apprenticeship,STEM,2021-07-20 16:14:00
648,paisley.martinez674@studentmail.org,Paisley,Martinez,2000-04-18,p,Password648,801-215-9422,Layton,UT,84118,Valley Charter,Both,2021-07-20 16:14:00
649,kennedy.scott675@learners.net,Kennedy,Scott,2010-11-16,p,Password649,801-921-5641,Layton,UT,84145,Valley Charter,STEM,2021-07-20 16:14:00
650,evelyn.martin676@learners.net,Evelyn,Martin,2008-07-23,p,Password650,801-333-1475,Riverton,UT,84052,Startup Lab,Both,2021-07-20 16:14:00
651,charlotte.miller677@community.org,Charlotte,Miller,2002-01-06,p,Password651,801-636-7421,Provo,UT,84089,Art Studio,Both,2021-07-20 16:14:00
652,lucas.flores678@learners.net,Lucas,Flores,1999-10-06,p,Password652,801-402-9740,Murray,UT,84341,Startup Lab,Arts,2021-07-20 16:14:00
653,sofia.garcia679@community.org,Sofia,Garcia,2008-07-21,p,Password653,801-517-8625,Logan,UT,84467,Valley Charter,STEM,2021-07-20 16:14:00
654,aria.flores680@learners.net,Aria,Flores,2005-04-14,p,Password654,801-387-6412,Draper,UT,84402,Mountain View High,Arts,2021-07-20 16:14:00
655,sophia.jones681@community.org,Sophia,Jones,2001-10-31,p,Password655,801-690-8556,Logan,UT,84360,BYU,Arts,2021-07-20 16:14:00
656,evelyn.martin683@community.org,Evelyn,Martin,2011-12-05,p,Password656,801-623-4908,Bountiful,UT,84605,Valley Charter,Both,2021-07-20 16:14:00
657,lily.walker684@community.org,Lily,Walker,2007-10-07,p,Password657,801-413-8063,Ogden,UT,84349,Local Library,Arts,2021-07-20 16:14:00
658,ethan.thomas685@studentmail.org,Ethan,Thomas,2000-07-25,p,Password658,801-928-8972,Ogden,UT,84758,Local Library,Both,2021-07-20 16:14:00
659,theodore.lee686@ellarises.org,Theodore,Lee,1999-07-25,p,Password659,801-515-7648,Riverton,UT,84181,Local Library,STEM,2021-07-20 16:14:00
660,leah.lee687@community.org,Leah,Lee,2011-01-10,p,Password660,801-422-3276,Provo,UT,84093,Startup Lab,Both,2021-07-20 16:14:00
661,ava.martinez688@studentmail.org,Ava,Martinez,2011-10-22,p,Password661,801-498-7389,Riverton,UT,84545,Local Library,Arts,2021-07-20 16:14:00
662,nora.wilson689@learners.net,Nora,Wilson,2007-10-02,p,Password662,801-895-5989,Murray,UT,84584,Art Studio,Arts,2021-07-20 16:14:00
663,emily.nguyen690@ellarises.org,Emily,Nguyen,1999-05-27,p,Password663,801-330-5819,Pleasant Grove,UT,84414,UVU,Both,2021-07-20 16:14:00
664,charlotte.smith691@learners.net,Charlotte,Smith,2003-04-12,p,Password664,801-488-1510,Logan,UT,84882,SLCC,Both,2021-07-20 16:14:00
665,james.lee692@community.org,James,Lee,2002-09-27,p,Password665,801-645-9931,Bountiful,UT,84391,Tech Apprenticeship,STEM,2021-07-20 16:14:00
666,jack.rodriguez693@studentmail.org,Jack,Rodriguez,2001-06-17,p,Password666,801-568-7835,Bountiful,UT,84864,BYU,Both,2021-07-20 16:14:00
667,sofia.rodriguez694@ellarises.org,Sofia,Rodriguez,2014-03-07,p,Password667,801-216-3359,Ogden,UT,84664,Startup Lab,Arts,2021-07-20 16:14:00
668,william.rodriguez695@ellarises.org,William,Rodriguez,2013-08-06,p,Password668,801-625-8471,St. George,UT,84658,Local Library,Arts,2021-07-20 16:14:00
669,riley.robinson696@community.org,Riley,Robinson,2002-03-03,p,Password669,801-563-4698,Riverton,UT,84394,SLCC,Both,2021-07-20 16:14:00
670,ava.torres697@community.org,Ava,Torres,2007-03-20,p,Password670,801-713-5411,West Jordan,UT,84730,Startup Lab,Both,2021-07-20 16:14:00
671,natalie.williams698@ellarises.org,Natalie,Williams,2011-01-06,p,Password671,801-577-2854,Spanish Fork,UT,84722,Mountain View High,Both,2021-07-20 16:14:00
672,abigail.martinez699@learners.net,Abigail,Martinez,2011-09-07,p,Password672,801-280-9574,Riverton,UT,84530,East Ridge Middle,STEM,2021-07-20 16:14:00
673,jack.jones700@learners.net,Jack,Jones,1998-03-30,p,Password673,801-551-9765,Provo,UT,84926,Mountain View High,Arts,2021-07-20 16:14:00
674,daniel.walker701@learners.net,Daniel,Walker,2001-10-04,p,Password674,801-501-5738,Taylorsville,UT,84362,Westview High,Both,2021-07-20 16:14:00
675,brooklyn.torres702@learners.net,Brooklyn,Torres,2010-11-06,p,Password675,801-684-3770,Provo,UT,84645,Westview High,Both,2021-07-20 16:14:00
676,savannah.flores703@ellarises.org,Savannah,Flores,2009-05-04,p,Password676,801-284-3077,Murray,UT,84497,East Ridge Middle,Arts,2021-07-20 16:14:00
677,eleanor.rodriguez704@learners.net,Eleanor,Rodriguez,2014-08-18,p,Password677,801-463-1232,Layton,UT,84879,East Ridge Middle,Both,2021-07-20 16:14:00
678,layla.nguyen705@studentmail.org,Layla,Nguyen,2013-09-19,p,Password678,801-379-5280,Riverton,UT,84379,Valley Charter,Arts,2021-07-20 16:14:00
679,riley.king706@ellarises.org,Riley,King,2009-02-14,p,Password679,801-348-3525,Lehi,UT,84087,Retail Store,Arts,2021-07-20 16:14:00
680,hazel.thomas707@community.org,Hazel,Thomas,1999-03-22,p,Password680,801-791-6653,Orem,UT,84216,Tech Apprenticeship,Arts,2021-07-20 16:14:00
681,ella.brown708@studentmail.org,Ella,Brown,2008-09-06,p,Password681,801-687-5937,Riverton,UT,84409,Art Studio,Both,2021-07-20 16:14:00
682,madison.harris709@community.org,Madison,Harris,2007-10-02,p,Password682,801-348-9690,Spanish Fork,UT,84269,Westview High,Arts,2021-07-20 16:14:00
683,lucas.harris710@learners.net,Lucas,Harris,2009-12-01,p,Password683,801-242-2595,Pleasant Grove,UT,84700,Tech Apprenticeship,Arts,2021-07-20 16:14:00
684,william.flores711@learners.net,William,Flores,2003-09-23,p,Password684,801-473-2610,Lehi,UT,84277,Tech Apprenticeship,Both,2021-07-20 16:14:00
685,james.robinson712@studentmail.org,James,Robinson,2005-01-10,p,Password685,801-545-3947,Sandy,UT,84533,Cafe Rio,STEM,2021-07-20 16:14:00
686,olivia.jones713@ellarises.org,Olivia,Jones,2013-05-17,p,Password686,801-737-2702,Taylorsville,UT,84101,Mountain View High,Arts,2021-07-20 16:14:00
687,victoria.jackson714@learners.net,Victoria,Jackson,1999-04-11,p,Password687,801-224-2506,Sandy,UT,84035,Local Library,Both,2021-07-20 16:14:00
688,hannah.hill715@ellarises.org,Hannah,Hill,2006-06-07,p,Password688,801-819-3128,Logan,UT,84089,Tech Apprenticeship,Both,2021-07-20 16:14:00
689,riley.davis716@studentmail.org,Riley,Davis,2012-04-29,p,Password689,801-678-2240,Layton,UT,84302,Mountain View High,Arts,2021-07-20 16:14:00
690,elijah.lee717@learners.net,Elijah,Lee,1999-05-27,p,Password690,801-275-5543,Orem,UT,84800,SLCC,Arts,2021-07-20 16:14:00
691,skylar.brown718@learners.net,Skylar,Brown,2009-01-11,p,Password691,801-651-2137,Layton,UT,84183,Startup Lab,STEM,2021-07-20 16:14:00
692,james.lopez719@community.org,James,Lopez,2002-11-25,p,Password692,801-753-8065,Logan,UT,84148,Local Library,Both,2021-07-20 16:14:00
693,mila.lewis720@learners.net,Mila,Lewis,2010-10-25,p,Password693,801-274-2153,Logan,UT,84036,Art Studio,Arts,2021-07-20 16:14:00
694,lucas.johnson721@community.org,Lucas,Johnson,1998-11-06,p,Password694,801-855-1014,St. George,UT,84669,Tech Apprenticeship,Arts,2021-07-20 16:14:00
